country_code,country,year,value
PRT,Portugal,2006,22.092923
PRT,Portugal,2007,22.305344
PRT,Portugal,2008,22.0402
PRT,Portugal,2009,20.040547
PRT,Portugal,2010,21.050441
PRT,Portugal,2011,22.535952
PRT,Portugal,2012,22.023965
PRT,Portugal,2013,24.120129
PRT,Portugal,2014,24.22276
PRT,Portugal,2015,24.360246
PRT,Portugal,2016,23.828179
PRT,Portugal,2017,23.779511
PRT,Portugal,2018,23.950544
PRT,Portugal,2019,23.495816
PRT,Portugal,2020,23.423389
PRT,Portugal,2021,23.412006
PRT,Portugal,2022,24.189012
PRT,Portugal,2023,23.599919
PRT,Portugal,2024,23.303079
SVK,Slovak Republic,1994,
SVK,Slovak Republic,1993,
SVK,Slovak Republic,1992,
SVK,Slovak Republic,1991,
SVK,Slovak Republic,1990,
SVK,Slovak Republic,1995,24.399191
SVK,Slovak Republic,1996,22.649821
SVK,Slovak Republic,1997,21.538592
SVK,Slovak Republic,1998,21.429237
SVK,Slovak Republic,1999,20.894851
SVK,Slovak Republic,2000,19.553244
SVK,Slovak Republic,2001,18.496274
SVK,Slovak Republic,2002,18.134154
SVK,Slovak Republic,2003,18.854439
SVK,Slovak Republic,2004,18.37733
SVK,Slovak Republic,2005,18.430655
SVK,Slovak Republic,2006,17.083868
SVK,Slovak Republic,2007,17.007562
SVK,Slovak Republic,2008,16.758553
SVK,Slovak Republic,2009,15.869284
SVK,Slovak Republic,2010,15.330429
SVK,Slovak Republic,2011,16.283814
SVK,Slovak Republic,2012,15.797321
SVK,Slovak Republic,2013,17.019005
SVK,Slovak Republic,2014,17.727764
SVK,Slovak Republic,2015,18.376089
SVK,Slovak Republic,2016,18.388012
SVK,Slovak Republic,2017,18.905465
SVK,Slovak Republic,2018,18.87115
SVK,Slovak Republic,2019,19.222758
SVK,Slovak Republic,2020,18.982408
SVK,Slovak Republic,2021,19.423673
SVK,Slovak Republic,2022,20.026949
SVK,Slovak Republic,2023,19.720126
SVK,Slovak Republic,2024,19.487938
SVN,Slovenia,1994,
SVN,Slovenia,1993,
SVN,Slovenia,1992,
SVN,Slovenia,1991,
SVN,Slovenia,1990,
SVN,Slovenia,1995,21.838467
SVN,Slovenia,1996,22.397877
SVN,Slovenia,1997,21.955568
SVN,Slovenia,1998,22.622217
SVN,Slovenia,1999,23.246431
SVN,Slovenia,2000,22.54096
SVN,Slovenia,2001,22.518302
SVN,Slovenia,2002,23.202119
SVN,Slovenia,2003,23.420398
SVN,Slovenia,2004,23.376755
SVN,Slovenia,2005,23.814143
SVN,Slovenia,2006,23.612768
SVN,Slovenia,2007,23.231035
SVN,Slovenia,2008,22.251491
SVN,Slovenia,2009,21.446115
SVN,Slovenia,2010,21.932503
SVN,Slovenia,2011,21.625086
SVN,Slovenia,2012,21.597935
SVN,Slovenia,2013,21.793222
SVN,Slovenia,2014,21.936751
SVN,Slovenia,2015,22.033491
SVN,Slovenia,2016,22.083893
SVN,Slovenia,2017,21.841481
SVN,Slovenia,2018,21.98311
SVN,Slovenia,2019,21.660628
SVN,Slovenia,2020,20.45019
SVN,Slovenia,2021,21.58948
SVN,Slovenia,2022,21.020553
SVN,Slovenia,2023,20.317751
SVN,Slovenia,2024,20.978751
ESP,Spain,1993,15.742996
ESP,Spain,1994,15.831035
ESP,Spain,1995,16.005336
ESP,Spain,1996,16.041444
ESP,Spain,1997,15.818996
ESP,Spain,1998,16.258579
ESP,Spain,1999,16.294213
ESP,Spain,2000,16.173566
ESP,Spain,2001,15.958303
ESP,Spain,2002,15.092618
ESP,Spain,2003,14.619345
ESP,Spain,2004,14.941766
ESP,Spain,2005,15.74459
ESP,Spain,2006,16.120285
ESP,Spain,2007,16.646513
ESP,Spain,2008,13.024526
ESP,Spain,2009,10.45061
ESP,Spain,2010,12.614086
ESP,Spain,2011,12.106036
ESP,Spain,2012,11.981497
ESP,Spain,2013,13.79776
ESP,Spain,2014,14.31899
ESP,Spain,2015,14.353167
ESP,Spain,2016,13.924274
ESP,Spain,2017,13.840571
ESP,Spain,2018,14.338237
ESP,Spain,2019,13.846663
ESP,Spain,2020,13.640639
ESP,Spain,2021,15.05835
ESP,Spain,2022,15.63426
ESP,Spain,2023,15.135125
ESP,Spain,2024,15.092609
ESP,Spain,1990,16.346068
ESP,Spain,1991,16.512076
ESP,Spain,1992,16.829198
SWE,Sweden,1990,24.804849
SWE,Sweden,1991,22.265214
SWE,Sweden,1992,19.982476
SWE,Sweden,1993,19.394924
SWE,Sweden,1994,19.968356
SWE,Sweden,1995,21.161699
SWE,Sweden,1996,22.056947
SWE,Sweden,1997,23.444588
SWE,Sweden,1998,28.621977
SWE,Sweden,1999,29.842032
SWE,Sweden,2000,30.632653
SWE,Sweden,2001,27.144043
SWE,Sweden,2002,24.998934
SWE,Sweden,2003,25.222779
SWE,Sweden,2004,25.809465
SWE,Sweden,2005,27.16935
SWE,Sweden,2006,26.118037
SWE,Sweden,2007,25.279588
SWE,Sweden,2008,23.609038
SWE,Sweden,2009,22.600128
SWE,Sweden,2010,22.700202
SWE,Sweden,2011,21.886764
SWE,Sweden,2012,21.311301
SWE,Sweden,2013,21.407592
SWE,Sweden,2014,21.356168
SWE,Sweden,2015,22.078052
SWE,Sweden,2016,23.241032
SWE,Sweden,2017,23.405848
SWE,Sweden,2018,23.155737
SWE,Sweden,2019,22.358706
SWE,Sweden,2020,21.489502
SWE,Sweden,2021,22.498847
SWE,Sweden,2022,22.515475
SWE,Sweden,2023,21.537052
SWE,Sweden,2024,21.272003
CHE,Switzerland,1990,7.953722
CHE,Switzerland,1991,7.76084
CHE,Switzerland,1992,7.919358
CHE,Switzerland,1993,7.339651
CHE,Switzerland,1994,7.855746
CHE,Switzerland,1995,7.915461
CHE,Switzerland,1996,8.338045
CHE,Switzerland,1997,8.323929
CHE,Switzerland,1998,9.261957
CHE,Switzerland,1999,8.918887
CHE,Switzerland,2000,10.032345
CHE,Switzerland,2001,8.970633
CHE,Switzerland,2002,8.955704
CHE,Switzerland,2003,8.977577
CHE,Switzerland,2004,9.020394
CHE,Switzerland,2005,9.126161
CHE,Switzerland,2006,9.194038
CHE,Switzerland,2007,9.065624
CHE,Switzerland,2008,9.587142
CHE,Switzerland,2009,9.348528
CHE,Switzerland,2010,9.364008
CHE,Switzerland,2011,9.321952
CHE,Switzerland,2012,9.169075
CHE,Switzerland,2013,9.256214
CHE,Switzerland,2014,9.08734
CHE,Switzerland,2015,9.556179
CHE,Switzerland,2016,9.404603
CHE,Switzerland,2017,10.061635
CHE,Switzerland,2018,9.691024
CHE,Switzerland,2019,9.907169
CHE,Switzerland,2020,9.344871
CHE,Switzerland,2021,10.070148
CHE,Switzerland,2022,8.989933
CHE,Switzerland,2023,9.003558
CHE,Switzerland,2024,9.202858
TUR,Turkey,1990,10.403954
TUR,Turkey,1991,10.885528
TUR,Turkey,1992,11.610486
TUR,Turkey,1993,11.809951
TUR,Turkey,1994,12.1208
TUR,Turkey,1995,12.303135
TUR,Turkey,1996,13.236037
TUR,Turkey,1997,14.778968
TUR,Turkey,1998,14.393106
TUR,Turkey,1999,15.193159
TUR,Turkey,2000,16.992682
TUR,Turkey,2001,17.680289
TUR,Turkey,2002,17.559741
TUR,Turkey,2003,18.317665
TUR,Turkey,2004,15.952065
TUR,Turkey,2005,16.182792
TUR,Turkey,2006,16.203718
TUR,Turkey,2007,15.981892
TUR,Turkey,2008,15.216946
TUR,Turkey,2009,15.547225
TUR,Turkey,2010,16.217242
TUR,Turkey,2011,16.275818
TUR,Turkey,2012,15.820891
TUR,Turkey,2013,16.051238
TUR,Turkey,2014,15.169649
TUR,Turkey,2015,15.309414
TUR,Turkey,2016,15.449913
TUR,Turkey,2017,15.100238
TUR,Turkey,2018,14.491063
TUR,Turkey,2019,13.735488
TUR,Turkey,2020,14.531634
TUR,Turkey,2021,14.112156
TUR,Turkey,2022,13.792484
TUR,Turkey,2023,14.973795
TUR,Turkey,2024,14.892033
GBR,United Kingdom,1990,24.674949
GBR,United Kingdom,1991,24.475976
GBR,United Kingdom,1992,23.856762
GBR,United Kingdom,1993,22.854773
GBR,United Kingdom,1994,23.515693
GBR,United Kingdom,1995,22.701783
GBR,United Kingdom,1996,22.627317
GBR,United Kingdom,1997,23.114731
GBR,United Kingdom,1998,24.527367
GBR,United Kingdom,1999,24.978912
GBR,United Kingdom,2000,25.700067
GBR,United Kingdom,2001,25.144944
GBR,United Kingdom,2002,24.517076
GBR,United Kingdom,2003,23.845843
GBR,United Kingdom,2004,24.425088
GBR,United Kingdom,2005,24.780266
GBR,United Kingdom,2006,25.060996
GBR,United Kingdom,2007,25.249084
GBR,United Kingdom,2008,24.258364
GBR,United Kingdom,2009,23.168614
GBR,United Kingdom,2010,24.178408
GBR,United Kingdom,2011,24.980603
GBR,United Kingdom,2012,24.303866
GBR,United Kingdom,2013,24.329319
GBR,United Kingdom,2014,24.133402
GBR,United Kingdom,2015,24.245726
GBR,United Kingdom,2016,24.603603
GBR,United Kingdom,2017,24.730372
GBR,United Kingdom,2018,24.682828
GBR,United Kingdom,2019,24.24403
GBR,United Kingdom,2020,24.037354
GBR,United Kingdom,2021,25.597756
GBR,United Kingdom,2022,26.389271
GBR,United Kingdom,2023,26.612065
GBR,United Kingdom,2024,26.605219
USA,United States,1990,10.601119
USA,United States,1991,10.199786
USA,United States,1992,10.071657
USA,United States,1993,10.383683
USA,United States,1994,10.68404
USA,United States,1995,11.003571
USA,United States,1996,11.574789
USA,United States,1997,12.074014
USA,United States,1998,12.36279
USA,United States,1999,12.493881
USA,United States,2000,12.843998
USA,United States,2001,11.857704
USA,United States,2002,9.868016
USA,United States,2003,9.390692
USA,United States,2004,9.537471
USA,United States,2005,10.681733
USA,United States,2006,11.310479
USA,United States,2007,11.289913
USA,United States,2008,10.276189
USA,United States,2009,7.903516
USA,United States,2010,8.563222
USA,United States,2011,9.538929
USA,United States,2012,9.763917
USA,United States,2013,10.460226
USA,United States,2014,10.899748
USA,United States,2015,11.182828
USA,United States,2016,10.854515
USA,United States,2017,11.503887
USA,United States,2018,9.929539
USA,United States,2019,9.88479
USA,United States,2020,10.153423
USA,United States,2021,11.394678
USA,United States,2022,12.598904
USA,United States,2023,10.645913
USA,United States,2024,10.721753
