date,value
2004-01-01,10.59
2004-02-01,9.48
2004-03-01,8.4
2004-04-01,7.87
2004-05-01,7.31
2004-06-01,7.08
2004-07-01,7.79
2004-08-01,8.45
2004-09-01,8.01
2004-10-01,9.43
2004-11-01,9.47
2004-12-01,9.35
2005-01-01,9.23
2005-02-01,8.69
2005-03-01,7.94
2005-04-01,8.18
2005-05-01,8.7
2005-06-01,8.95
2005-07-01,7.82
2005-08-01,7.91
2005-09-01,7.99
2005-10-01,7.52
2005-11-01,7.61
2005-12-01,7.72
2006-01-01,7.93
2006-02-01,8.15
2006-03-01,8.16
2006-04-01,8.83
2006-05-01,9.86
2006-06-01,10.12
2006-07-01,11.69
2006-08-01,10.26
2006-09-01,10.55
2006-10-01,9.98
2006-11-01,9.86
2006-12-01,9.65
2007-01-01,9.93
2007-02-01,10.16
2007-03-01,10.86
2007-04-01,10.72
2007-05-01,9.23
2007-06-01,8.6
2007-07-01,6.9
2007-08-01,7.39
2007-09-01,7.12
2007-10-01,7.7
2007-11-01,8.4
2007-12-01,8.39
2008-01-01,8.17
2008-02-01,9.1
2008-03-01,9.15
2008-04-01,9.66
2008-05-01,10.74
2008-06-01,10.61
2008-07-01,12.06
2008-08-01,11.77
2008-09-01,11.13
2008-10-01,11.99
2008-11-01,10.76
2008-12-01,10.06
2009-01-01,9.5
2009-02-01,7.73
2009-03-01,7.89
2009-04-01,6.13
2009-05-01,5.24
2009-06-01,5.73
2009-07-01,5.39
2009-08-01,5.33
2009-09-01,5.27
2009-10-01,5.08
2009-11-01,5.53
2009-12-01,6.53
2010-01-01,8.19
2010-02-01,10.13
2010-03-01,9.56
2010-04-01,10.19
2010-05-01,9.1
2010-06-01,8.37
2010-07-01,7.58
2010-08-01,8.33
2010-09-01,9.24
2010-10-01,8.62
2010-11-01,7.29
2010-12-01,6.4
2011-01-01,4.9
2011-02-01,4.16
2011-03-01,3.99
2011-04-01,4.26
2011-05-01,7.17
2011-06-01,6.24
2011-07-01,6.31
2011-08-01,6.65
2011-09-01,6.15
2011-10-01,7.66
2011-11-01,9.48
2011-12-01,10.45
2012-01-01,10.61
2012-02-01,10.43
2012-03-01,10.43
2012-04-01,11.14
2012-05-01,8.28
2012-06-01,8.87
2012-07-01,9.07
2012-08-01,8.88
2012-09-01,9.19
2012-10-01,7.8
2012-11-01,6.37
2012-12-01,6.16
2013-01-01,7.31
2013-02-01,7.03
2013-03-01,7.29
2013-04-01,6.13
2013-05-01,6.51
2013-06-01,8.3
2013-07-01,8.88
2013-08-01,8.17
2013-09-01,7.88
2013-10-01,7.71
2013-11-01,7.32
2013-12-01,7.4
2014-01-01,7.75
2014-02-01,7.89
2014-03-01,8.39
2014-04-01,9.38
2014-05-01,9.66
2014-06-01,9.16
2014-07-01,9.32
2014-08-01,9.54
2014-09-01,8.86
2014-10-01,8.96
2014-11-01,9.15
2014-12-01,8.17
2015-01-01,7.24
2015-02-01,7.55
2015-03-01,7.61
2015-04-01,7.91
2015-05-01,8.09
2015-06-01,7.2
2015-07-01,6.81
2015-08-01,7.14
2015-09-01,7.95
2015-10-01,7.58
2015-11-01,8.1
2015-12-01,8.81
2016-01-01,9.58
2016-02-01,8.78
2016-03-01,7.46
2016-04-01,6.57
2016-05-01,6.58
2016-06-01,7.64
2016-07-01,8.79
2016-08-01,8.05
2016-09-01,7.28
2016-10-01,7.16
2016-11-01,7.0
2016-12-01,8.53
2017-01-01,9.22
2017-02-01,10.13
2017-03-01,11.29
2017-04-01,11.87
2017-05-01,11.72
2017-06-01,10.9
2017-07-01,9.79
2017-08-01,10.68
2017-09-01,11.2
2017-10-01,11.9
2017-11-01,12.98
2017-12-01,11.92
2018-01-01,10.35
2018-02-01,10.26
2018-03-01,10.23
2018-04-01,10.85
2018-05-01,12.15
2018-06-01,15.39
2018-07-01,15.85
2018-08-01,17.9
2018-09-01,24.52
2018-10-01,25.24
2018-11-01,21.62
2018-12-01,20.3
2019-01-01,20.35
2019-02-01,19.67
2019-03-01,19.71
2019-04-01,19.5
2019-05-01,18.71
2019-06-01,15.72
2019-07-01,16.65
2019-08-01,15.01
2019-09-01,9.26
2019-10-01,8.55
2019-11-01,10.56
2019-12-01,11.84
2020-01-01,12.15
2020-02-01,12.37
2020-03-01,11.86
2020-04-01,10.94
2020-05-01,11.39
2020-06-01,12.62
2020-07-01,11.76
2020-08-01,11.77
2020-09-01,11.75
2020-10-01,11.89
2020-11-01,14.03
2020-12-01,14.6
2021-01-01,14.97
2021-02-01,15.61
2021-03-01,16.19
2021-04-01,17.14
2021-05-01,16.59
2021-06-01,17.53
2021-07-01,18.95
2021-08-01,19.25
2021-09-01,19.58
2021-10-01,19.89
2021-11-01,21.31
2021-12-01,36.08
2022-01-01,48.69
2022-02-01,54.44
2022-03-01,61.14
2022-04-01,69.97
2022-05-01,73.5
2022-06-01,78.62
2022-07-01,79.6
2022-08-01,80.21
2022-09-01,83.45
2022-10-01,85.51
2022-11-01,84.39
2022-12-01,64.27
2023-01-01,57.68
2023-02-01,55.18
2023-03-01,50.51
2023-04-01,43.68
2023-05-01,39.59
2023-06-01,38.21
2023-07-01,47.83
2023-08-01,58.94
