1,5108468
2,733406
4,7431344
5,3067732
6,38965193
8,5877610
9,3617176
10,1031890
12,22610726
13,11029227
15,1435138
16,1964726
17,12549689
18,6862199
19,3207004
20,2940546
21,4526154
22,4573749
23,1395722
24,6180253
25,7001399
26,10037261
27,5737915
28,2939690
29,6196156
30,1132812
31,1978379
32,3194176
33,1402054
34,9290841
35,2114371
36,19571216
37,10835491
38,783926
39,11785935
40,4053824
41,4233358
42,12961683
44,1095962
45,5373555
46,919318
47,7126489
48,30503301
49,3417734
50,647464
51,8715698
53,7812880
54,1770071
55,5910955
56,584057
