store_id,product_id,hashed_store_id,hashed_product_id,product_title,unredacted_product_title,summary,description,category,nutrition_data,kcal,sugar,ingredients,abv,size,unredacted_summary,unredacted_description,product_url,date,price,size_in_ml,price_per_100ml
2,8147201,F,uGSft3wIeW-DYEAE,"[Store Brand] Cornish Clotted Cream, [Store Brand] 200g","Sainsbury's Cornish Clotted Cream, Taste the Difference 200g",Cornish Clotted Cream,Cornish Clotted Cream Made with milk from Cornish herds for that unmistakable golden crust and a luxuriously rich flavour,"[""Dairy, eggs & chilled"", ""Dairy & eggs"", ""Cream""]","Typical Values,Per 100g,Per 30g,% based on RI for Average Adult
Energy,2416kJ,725kJ,-
Energy,587kcal,176kcal,9%
Fat,63.5g,19.1g,27%
Saturates,39.7g,11.9g,60%
Carbohydrate,2.3g,0.7g,Less than 1%
Sugars,2.3g,0.7g,1%
Protein,1.6g,<0.5g,1%
Salt,0.05g,0.01g,Less than 1%
",587.0,2.3,"INGREDIENTS:
Cornish Clotted Cream (Cows'
Milk
).
PDO Registered",,200g,Cornish Clotted Cream,"Cornish Clotted Cream
Made with milk from Cornish herds for that unmistakable golden crust and a luxuriously rich flavour",https://www.sainsburys.co.uk/gol-ui/product/sainsburys-cornish-clotted-cream-taste-the-difference-200g,2025-05-01,2.5,200.0,1.25
2,8210509,F,I1lS9gk6ZWVQyBJI,Gü Frozen Clotted Cream & Chocolate Crunch Sundae x4,Gü Frozen Clotted Cream & Chocolate Crunch Sundae x4,4 Frozen Clotted Cream (5%) Cheesecakes With Salted Caramel (34%),"4 Frozen Clotted Cream (5%) Cheesecakes With Salted Caramel (34%) The indulgence of Gü, whenever the moment calls. This is frozen decadence like you've never experienced before. It's a sundae, unlike any sundae you've experienced before. Frozen sundaes, reimagined, if you will. Expertly crafted by our master patissier chef for the ultimate spoonful, every time. Perfectly portioned in our signature ramekin. It's just you, and Gü. For the best eating experience, allow your sundae 10 minutes to soften before digging in. If you can. Clotted Cream & Chocolate Crunch Some reserve their cream for strawberries. We say there is never a bad time for it. And when it's frozen with added clotted cream, dotted with crunchy chocolatey pieces, topped with a cocoa biscuit crumb and sitting atop a pool of our signature salted caramel? Well, it's a very good time indeed. A sprinkle of cocoa biscuit Velvety Creamy Layer Crunchy Chocolatey Pieces Gooey Caramel Loved Every Layer? Discover More Indulgence with Some of Our Other Frozen Treats Double Salted Caramel Caramelised biscuit crumb, caramel crème, and a frozen creamy layer with mascarpone, atop our signature salted caramel Chocolate & Hazelnut Crunchy biscuit crumb, a rich layer of chocolate hazelnut ganache, and a frozen creamy layer atop our signature salted caramel Not suitable for vegetarians (contains beef gelatine). RSPO - Certified Sustainable Palm Oil - Mixed - 9-5087-23-100-00 PEFC™ - PEFC Certified, This product is from sustainably managed forests, recycled and controlled sourced, PEFC/16-33-1375, www.pefc.org Gü is a registered trademark of Gü Indulgent Foods Ltd. PEFC RSPO - Round Table on Sustainable Palm Oil",[],",per 100g,80g Ramekin
Energy,1630 kJ,1304 kJ
Energy,392 kcal,314 kcal
Fat,27g,22g
of which saturates,15g,12g
Carbohydrate,34g,27g
of which sugars,30g,24g
Fibre,0.5g,0.4g
Protein,2.9g,2.3g
Salt,0.59g,0.47g
",392.0,30.0,"Cream (
Milk
),
Sugar,
Glucose Fructose Syrup,
Water,
Condensed
Milk
,
Milk
,
Rapeseed Oil,
Butter (
Milk
),
Pasteurised
Egg
Yolk,
Skimmed
Milk
Powder,
Cocoa Mass,
Palm Oil,
Wheat
Flour (
Wheat
Flour, Calcium Carbonate, Iron, Niacin, Thiamine),
Demerara Sugar,
Wholemeal
Wheat
Flour,
Beef Gelatine,
Cocoa Butter,
Salt,
Milk
Protein Powder,
Cornflour,
Butter
Milk
Powder,
Stabiliser (Pectin),
Invert Sugar Syrup,
Fat Reduced Cocoa Powder,
Raising Agents (Sodium Bicarbonate, Ammonium Bicarbonate),
Preservative (Potassium Sorbate),
Emulsifiers (
Soya
Lecithin, Sunflower Lecithin),
Acidity Regulator (Citric Acid),
Glazing Agent (Gum Arabic),
Glucose Syrup,
Sucrose,
Lactic Cultures (
Milk
),
Vegetable Oil",,,4 Frozen Clotted Cream (5%) Cheesecakes With Salted Caramel (34%),"4 Frozen Clotted Cream (5%) Cheesecakes With Salted Caramel (34%)
The indulgence of Gü, whenever the moment calls.
This is frozen decadence like you've never experienced before. It's a sundae, unlike any sundae you've experienced before. Frozen sundaes, reimagined, if you will. Expertly crafted by our master patissier chef for the ultimate spoonful, every time. Perfectly portioned in our signature ramekin. It's just you, and Gü.
For the best eating experience, allow your sundae 10 minutes to soften before digging in. If you can.
Clotted Cream & Chocolate Crunch
Some reserve their cream for strawberries. We say there is never a bad time for it. And when it's frozen with added clotted cream, dotted with crunchy chocolatey pieces, topped with a cocoa biscuit crumb and sitting atop a pool of our signature salted caramel? Well, it's a very good time indeed.
A sprinkle of cocoa biscuit
Velvety Creamy Layer
Crunchy Chocolatey Pieces
Gooey Caramel
Loved Every Layer?
Discover More Indulgence with Some of Our Other Frozen Treats
Double Salted Caramel
Caramelised biscuit crumb, caramel crème, and a frozen creamy layer with mascarpone, atop our signature salted caramel
Chocolate & Hazelnut
Crunchy biscuit crumb, a rich layer of chocolate hazelnut ganache, and a frozen creamy layer atop our signature salted caramel
Not suitable for vegetarians (contains beef gelatine).
RSPO - Certified Sustainable Palm Oil - Mixed - 9-5087-23-100-00
PEFC™ - PEFC Certified, This product is from sustainably managed forests, recycled and controlled sourced, PEFC/16-33-1375, www.pefc.org
Gü is a registered trademark of Gü Indulgent Foods Ltd.
PEFC
RSPO - Round Table on Sustainable Palm Oil",https://www.sainsburys.co.uk/gol-ui/product/g%C3%BC-frozen-clotted-cream-chocolate-crunch-sundae-x4,2025-02-01,5.5,,
2,8219886,F,M2q78MvkNPDpL8gT,Elmlea Salted Caramel Double Cream Alternative 250ml,Elmlea Salted Caramel Double Cream Alternative 250ml,The perfect topping for your favorite desserts,"The perfect topping for your favorite desserts Free from artificial flavours Dairy and lactose free Suitable for vegans and vegetarians Elmlea Salted Caramel: Dairy-Free, Double Cream Alternative. Elmlea Salted Caramel is a rich and indulgent dairy-free double cream alternative. Perfect for topping your favourite dessrts, adding the perfect touch of sweet and salty to every bite. Bringing a luxury flavor to a kitchen staple, Elmlea Salted Caramel transforms everyday moments into extraordinary indulgences. Keep it in your fridge, and you’ll always be ready to make your dessert time forgettable. Free from Milk & Lactose Suitable for Vegetarians & Vegans Pack Size: 250ML Elmlea is a registered trademark of Flora Food Sales UK Limited Get ready to elevate your dishes with Elmlea Salted Caramel. Whether you're topping your desserts or whipping it into your favorite treats, this rich and creamy blend adds the perfect touch of sweet and salty to every bite. Elmlea Salted Caramel transforms everyday moments into extraordinary indulgences, bringing a luxurious flavor to a kitchen staple. Keep it in your fridge, and you'll always be ready to make dessert time unforgettable. Elmlea is a registered trademark of upfield",[],",Per 100 ml
Energy,1280 kJ/ 311 kcal
Fats,31 g
-of which saturated,22 g
Carbohydrate,6.8 g
-of which sugars,5.7 g
Proteins,0.6 g
Salt,0.3 g
",311.0,5.7,"Lentil Protein Preparation (Water, 1.1% Lentil Protein),
Vegetable Oils (Coconut, Rapeseed),
Sugar,
Modified Corn Starch,
Emulsifiers (Sunflower Lecithin, Sugar Esters of Fatty Acids, Mono and Diglycerides of Fatty Acids),
Stabilizers (Guar Gum, Locust Bean Gum),
Natural Flavouring,
Salt,
Colour (Beta-Carotene)",,,The perfect topping for your favorite desserts,"The perfect topping for your favorite desserts
Free from artificial flavours
Dairy and lactose free
Suitable for vegans and vegetarians
Elmlea Salted Caramel: Dairy-Free, Double Cream Alternative.
Elmlea Salted Caramel is a rich and indulgent dairy-free double cream alternative. Perfect for topping your favourite dessrts,  adding the perfect touch of sweet and salty to every bite. Bringing a luxury flavor to a kitchen staple, Elmlea Salted Caramel transforms everyday moments into extraordinary indulgences. Keep it in your fridge, and you’ll always be ready to make your dessert time forgettable.
Free from Milk & Lactose
Suitable for Vegetarians & Vegans
Pack Size: 250ML
Elmlea is a registered trademark of Flora Food Sales UK Limited
Get ready to elevate your dishes with Elmlea Salted Caramel. Whether you're topping your desserts or whipping it into your favorite treats, this rich and creamy blend adds the perfect touch of sweet and salty to every bite. Elmlea Salted Caramel transforms everyday moments into extraordinary indulgences, bringing a luxurious flavor to a kitchen staple. Keep it in your fridge, and you'll always be ready to make dessert time unforgettable.
Elmlea is a registered trademark of upfield",https://www.sainsburys.co.uk/gol-ui/product/elmlea-salted-caramel-flavour-alternative-to-cream-250ml,2025-01-03,1.6,,
5,4061461251314,C,qEGWXxUIFfOG0X2h,McCallums Scottish Single Cream 300ml,McCallums Scottish Single Cream 300ml,,,"[""Chilled Food"", ""Milk, Dairy & Eggs"", ""Fresh Cream""]",",Per 100ml:
Energy,800kJ / 194kcal
Fat,19g
of which saturates,12g
Carbohydrate,2.2g
of which sugars,2.2g
Fibre,0g
Protein,3.3g
Salt,0.07g
",194.0,2.2,,,300ml,,,https://groceries.aldi.co.uk/en-GB/p-mccallums-scottish-single-cream-300ml/4061461251314,2025-03-01,1.09,300.0,0.36333333333333334
5,4061461262396,C,u9pvyQhoi1G5S0cH,McCallums Scottish Double Cream 300ml,McCallums Scottish Double Cream 300ml,,,"[""Chilled Food"", ""Milk, Dairy & Eggs"", ""Fresh Cream""]",",Per 100ml:
Energy,1921kJ / 467kcal
Fat,51g
of which saturates,31g
Carbohydrate,1.6g
of which sugars,1.6g
Fibre,0g
Protein,1.5g
Salt,0.05g
",467.0,1.6,,,300ml,,,https://groceries.aldi.co.uk/en-GB/p-mccallums-scottish-double-cream-300ml/4061461262396,2025-03-01,1.25,300.0,0.4166666666666667
5,4088600048765,C,epfpcx5hnWgp3eML,[Store Brand] Fresh British Double Cream 600ml,Cowbelle Fresh British Double Cream 600ml,,,"[""Chilled Food"", ""Milk, Dairy & Eggs"", ""Fresh Cream""]",",Per 100ml:
Energy,1832kJ / 445kcal
Fat,48g
of which saturates,33g
Carbohydrate,1.7g
of which sugars,1.7g
Fibre,0g
Protein,1.6g
Salt,0.06g
",445.0,1.7,,,600ml,,,https://groceries.aldi.co.uk/en-GB/p-cowbelle-fresh-british-double-cream-600ml/4088600048765,2025-01-01,0.99,600.0,0.165
5,4088600542003,C,Tb72JsNiNVYDm3oi,Specially Selected Fudge Clotted Cream 150g,Specially Selected Fudge Clotted Cream 150g,,,"[""Food Cupboard"", ""Chocolate & Sweets"", ""Traditional Sweets""]",",Per 100g:
Energy,1884kJ / 447kcal
Fat,13g
of which saturates,9.0g
Carbohydrate,81g
of which sugars,69g
Fibre,0g
Protein,1.8g
Salt,0.19g
",447.0,69.0,"Sugar, Sweetened Condensed Whole 𝐌𝐢𝐥𝐤 (Whole 𝐌𝐢𝐥𝐤, Sugar), Water, Salted Butter (Butter (𝐌𝐢𝐥𝐤), Salt), Partially Inverted Sugar Syrup, Glucose Syrup, Clotted Cream (5%) (𝐌𝐢𝐥𝐤), Salt.",,150g,,,https://groceries.aldi.co.uk/en-GB/p-specially-selected-fudge-clotted-cream-150g/4088600542003,2025-01-01,0.99,150.0,0.66
5,5000181035780,C,u5AoZwRPYLuqk4b_,Baileys Pouring Cream 250ml,Baileys Pouring Cream 250ml,,,"[""Chilled Food"", ""Milk, Dairy & Eggs"", ""Fresh Cream""]",",Per 100ml:
Energy (kJ/kcal):,1609/389
Fat (g):,34
of which saturates (g):,20
Carbohydrate (g):,12
of which sugars (g):,11
Protein (g):,2.8
Salt (g):,""0.11, 8 Servings""
,Per 30ml:
Energy (kJ/kcal):,483/117
Fat (g):,10
of which saturates (g):,6.1
Carbohydrate (g):,3.6
of which sugars (g):,3.4
Protein (g):,0.9
Salt (g):,""0.03, 8 Servings""
",389.0,11.0,"Whipping Cream (𝐌𝐢𝐥𝐤) (83%), Sugar, Alcohol, Baileys Flavour (2%) (Cream (𝐌𝐢𝐥𝐤), Sugar, Flavouring, Colour (Caustic 𝐒𝐮𝐥𝐩𝐡𝐢𝐭𝐞 Caramel), 𝐌𝐢𝐥𝐤 Protein, Emulsifier (Mono- And Diglycerides Of Fatty Acids), Acidity Regulator (Trisodium Citrate)), 𝐌𝐢𝐥𝐤 Protein, Stabiliser (Pectin)",,250ml,,,https://groceries.aldi.co.uk/en-GB/p-baileys-pouring-cream-250ml/5000181035780,2025-01-01,1.35,250.0,0.54
4,103124305,E,boDJ6GXw5CMOBTPj,Rodda's Classic Cornish Clotted Cream 227g,Rodda's Classic Cornish Clotted Cream 227g,"People say our famous cornish clotted cream makes everything more special. That's why it's...Rodda's a Spoonful of WonderfulWe love it when people tell us how they have enjoyed our cornish clotted cream.Every spoonful brings back very happy memories, that's why its...","brandMarketing People say our famous Cornish Clotted Cream makes everything more Special. That's why it's.. Rodda's A Spoonful of Wonderful<br /><br />We love it when people tell us how they have enjoyed our Cornish clotted cream. Every Spoonful brings back very happy memories. <br /><br />For five generations, the Rodda family has been carefully crafting real Cornish clotted cream made with 100% Cornish milk from our Farming Families based within Cornwall. countryOfOrigin United Kingdom brand Rodda's storageAndUsage Do Not Freeze; Keep Refrigerated features Keepers of the Cream Since 1890 packageType Sleeve furtherDescription Design: bigfish.co.uk manufacturer A. E. Rodda & Son Ltd.,<br />The Creamery,<br />Cornwall,<br />TR16 5BU.<br /><br />C/o Mann Lines BV,<br />Veerhaven 7,<br />3016 CJ Rotterdam. storage Keep refrigerated<br />Keep me in the fridge.<br />Use within 3 days of opening.<br />For best before, see top.<br />Do not freeze. otherInformation Full Product Name:<br />Clotted Cream<br /><br />Storage:<br />Keep refrigerated<br />Keep me in the fridge.<br />Use within 3 days of opening.<br />For best before, see top.<br />Do not freeze.<br /><br />Additional Information:<br />PEFC™ - PEFC/16-33-939<br /><br />Disclaimer:<br />Adults need around 2000 kcals a day (not applicable to non-food products or pet food). You should note that all products are subject to change and this can include the ingredients, allergens, nutrition, storage information, safety warnings, cooking instructions and alcohol content. Therefore it is important you check the labels and allergy advice of products supplied in each delivery. This page serves as a summary for information purposes only, and is designed to enhance your shopping experience on the website. While we have taken care in preparing this summary and believe it to be accurate, it is not a substitute for reading the product packaging and label prior to use. Where this description contains a link to another party's website for further information about the product, please note that Wm [Store Brand] Supermarkets Limited has no control over and no liability for the contents of a 3rd party website. You should also note that the picture images show only our serving suggestions of how to prepare your food - all table accessories and additional items and/or ingredients pictured with the product you are purchasing are not included. This data is supplied for personal use only. It may not be reproduced in any way whatsoever without Wm [Store Brand] Supermarkets Limited prior consent, nor without due acknowledgement.","['Fresh', 'Milk, Eggs & Butter', 'Cream & Custard', 'Cream', 'Clotted Cream']","Typical Values,per 100g:
Energy,""2,413kJ""
,586kcal
Fat,63.5g
of which saturates,39.7g
Carbohydrate,2.3g
of which sugars,2.3g
Protein,1.6g
Salt,0.04g
",586.0,2.3,,,227g,"People say our famous cornish clotted cream makes everything more special. That's why it's...Rodda's a Spoonful of WonderfulWe love it when people tell us how they have enjoyed our cornish clotted cream.Every spoonful brings back very happy memories, that's why its...","brandMarketing
 People say our famous Cornish Clotted Cream makes everything more Special. That's why it's.. Rodda's A Spoonful of Wonderful<br /><br />We love it when people tell us how they have enjoyed our Cornish clotted cream. Every Spoonful brings back very happy memories. <br /><br />For five generations, the Rodda family has been carefully crafting real Cornish clotted cream made with 100% Cornish milk from our Farming Families based within Cornwall.
countryOfOrigin
 United Kingdom
brand
 Rodda's
storageAndUsage
 Do Not Freeze; Keep Refrigerated
features
 Keepers of the Cream Since 1890
packageType
 Sleeve
furtherDescription
 Design: bigfish.co.uk
manufacturer
 A. E. Rodda & Son Ltd.,<br />The Creamery,<br />Cornwall,<br />TR16 5BU.<br /><br />C/o Mann Lines BV,<br />Veerhaven 7,<br />3016 CJ Rotterdam.
storage
 Keep refrigerated<br />Keep me in the fridge.<br />Use within 3 days of opening.<br />For best before, see top.<br />Do not freeze.
otherInformation
 Full Product Name:<br />Clotted Cream<br /><br />Storage:<br />Keep refrigerated<br />Keep me in the fridge.<br />Use within 3 days of opening.<br />For best before, see top.<br />Do not freeze.<br /><br />Additional Information:<br />PEFC™ - PEFC/16-33-939<br /><br />Disclaimer:<br />Adults need around 2000 kcals a day (not applicable to non-food products or pet food). You should note that all products are subject to change and this can include the ingredients, allergens, nutrition, storage information, safety warnings, cooking instructions and alcohol content. Therefore it is important you check the labels and allergy advice of products supplied in each delivery. This page serves as a summary for information purposes only, and is designed to enhance your shopping experience on the website. While we have taken care in preparing this summary and believe it to be accurate, it is not a substitute for reading the product packaging and label prior to use. Where this description contains a link to another party's website for further information about the product, please note that Wm Morrisons Supermarkets Limited has no control over and no liability for the contents of a 3rd party website. You should also note that the picture images show only our serving suggestions of how to prepare your food - all table accessories and additional items and/or ingredients pictured with the product you are purchasing are not included. This data is supplied for personal use only. It may not be reproduced in any way whatsoever without Wm Morrisons Supermarkets Limited prior consent, nor without due acknowledgement.",https://groceries.morrisons.com/products/roddas-classic-cornish-clotted-cream-227g/103124305,2025-05-01,2.75,227.0,1.2114537444933922
4,107775818,E,r1fo5l9HoqAs-1bj,Baileys Pouring Cream,Baileys Pouring Cream   ,Product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages,"countryOfOrigin United Kingdom brand Baileys packageType Pot furtherDescription This product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages. Please remember to drink Baileys responsibly.<br /><br />drinkaware.co.uk for the facts manufacturer Arla Foods Ltd,<br />Leeds,<br />LS10 1AB. storage Keep refrigerated.<br />Once opened use within 3 days and by the use by date shown.<br />For use by date: see lid.<br />Not suitable for home freezing. otherInformation Full Product Name:<br />Baileys™ flavour sweetened pasteurised whipping cream<br /><br />Storage:<br />Keep refrigerated.<br />Once opened use within 3 days and by the use by date shown.<br />For use by date: see lid.<br />Not suitable for home freezing.<br /><br />Usage:<br />8 Servings<br /><br />Additional Information:<br />The Baileys word and associated logos are trademarks of R & A Bailey & Co and are used under license.<br /><br />drinkaware.co.uk for the facts<br /><br />Disclaimer:<br />Adults need around 2000 kcals a day (not applicable to non-food products or pet food). You should note that all products are subject to change and this can include the ingredients, allergens, nutrition, storage information, safety warnings, cooking instructions and alcohol content. Therefore it is important you check the labels and allergy advice of products supplied in each delivery. This page serves as a summary for information purposes only, and is designed to enhance your shopping experience on the website. While we have taken care in preparing this summary and believe it to be accurate, it is not a substitute for reading the product packaging and label prior to use. Where this description contains a link to another party's website for further information about the product, please note that Wm [Store Brand] Supermarkets Limited has no control over and no liability for the contents of a 3rd party website. You should also note that the picture images show only our serving suggestions of how to prepare your food - all table accessories and additional items and/or ingredients pictured with the product you are purchasing are not included. This data is supplied for personal use only. It may not be reproduced in any way whatsoever without Wm [Store Brand] Supermarkets Limited prior consent, nor without due acknowledgement. preparationAndUsage This product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages. Please remember to drink Baileys® responsibly.","['Fresh', 'Milk, Eggs & Butter', 'Cream & Custard', 'Flavoured Cream']","Typical Values,Per 100ml,Per 30ml
Energy (kJ/kcal),1609/389,483/117
Fat (g),34,10
of which saturates (g),20,6.1
Carbohydrate (g),12,3.6
of which sugars (g),11,3.4
Protein (g),2.8,0.9
Salt (g),0.11,0.03
8 Servings,,
",389.0,11.0,"Whipping Cream (Milk) (83%), Sugar, Alcohol, Baileys Flavour (2%) (Cream (Milk), Sugar, Flavouring, Colour (Caustic Sulphite Caramel), Milk Protein, Emulsifier (Mono- And Diglycerides Of Fatty Acids), Acidity Regulator (Trisodium Citrate)), Milk Protein, Stabiliser (Pectin)",,250ml,Product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages,"countryOfOrigin
 United Kingdom
brand
 Baileys
packageType
 Pot
furtherDescription
 This product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages. Please remember to drink Baileys responsibly.<br /><br />drinkaware.co.uk for the facts
manufacturer
 Arla Foods Ltd,<br />Leeds,<br />LS10 1AB.
storage
 Keep refrigerated.<br />Once opened use within 3 days and by the use by date shown.<br />For use by date: see lid.<br />Not suitable for home freezing.
otherInformation
 Full Product Name:<br />Baileys™ flavour sweetened pasteurised whipping cream<br /><br />Storage:<br />Keep refrigerated.<br />Once opened use within 3 days and by the use by date shown.<br />For use by date: see lid.<br />Not suitable for home freezing.<br /><br />Usage:<br />8 Servings<br /><br />Additional Information:<br />The Baileys word and associated logos are trademarks of R & A Bailey & Co and are used under license.<br /><br />drinkaware.co.uk for the facts<br /><br />Disclaimer:<br />Adults need around 2000 kcals a day (not applicable to non-food products or pet food). You should note that all products are subject to change and this can include the ingredients, allergens, nutrition, storage information, safety warnings, cooking instructions and alcohol content. Therefore it is important you check the labels and allergy advice of products supplied in each delivery. This page serves as a summary for information purposes only, and is designed to enhance your shopping experience on the website. While we have taken care in preparing this summary and believe it to be accurate, it is not a substitute for reading the product packaging and label prior to use. Where this description contains a link to another party's website for further information about the product, please note that Wm Morrisons Supermarkets Limited has no control over and no liability for the contents of a 3rd party website. You should also note that the picture images show only our serving suggestions of how to prepare your food - all table accessories and additional items and/or ingredients pictured with the product you are purchasing are not included. This data is supplied for personal use only. It may not be reproduced in any way whatsoever without Wm Morrisons Supermarkets Limited prior consent, nor without due acknowledgement.
preparationAndUsage
 This product is intended for purchase and enjoyment by people of legal purchase age for alcohol beverages. Please remember to drink Baileys® responsibly.",https://groceries.morrisons.com/products/baileys-pouring-cream---/107775818,2025-04-02,3.25,250.0,1.3
