date,value,id,country,value_pct
2025,21.38267313071,RUS,Russia,0.2138267313071
2025,52.521869610729,NGA,Nigeria,0.52521869610729
2025,65.380637644952,DEU,Germany,0.65380637644952
2025,103.89434254602,GBR,UK,1.0389434254602
2025,234.85787511531,JPN,Japan,2.3485787511531
2025,58.142039606953,PHL,Philippines,0.58142039606953
2025,60.663899752961,MEX,Mexico,0.60663899752961
2025,41.806217119237,ETH,Ethiopia,0.41806217119237
2025,16.315871186036,COD,DR Congo,0.16315871186036
2025,122.46421163238,USA,US,1.2246421163238
2025,80.391094275688,IND,India,0.80391094275688
2025,96.305713563963,CHN,China,0.9630571356396299
2025,40.990083942977,IDN,Indonesia,0.40990083942977
2025,64.513388221244,THA,Thailand,0.64513388221244
2025,40.257622329395,BGD,Bangladesh,0.40257622329395
2025,92.041318027898,BRA,Brazil,0.92041318027898
2025,73.643337546821,PAK,Pakistan,0.73643337546821
2025,26.672828587464,TUR,Türkiye,0.26672828587464
2025,39.932670606968,IRN,Iran,0.39932670606968
2025,86.588841608523,EGY,Egypt,0.8658884160852299
2025,33.565829258196,VNM,Vietnam,0.33565829258195995
